"CASE_ENQUIRY_ID","open_dt","TARGET_DT","closed_dt","OnTime","CASE_STATUS","CLOSURE_REASON","CASE_TITLE","SUBJECT","REASON","TYPE","QUEUE","Department","SubmittedPhoto","ClosedPhoto","Location","Fire_district","pwd_district","city_council_district","police_district","neighborhood","neighborhood_services_district","ward","precinct","LOCATION_STREET_NAME","LOCATION_ZIPCODE","Latitude","Longitude","Source"
101001026970,"2014-02-14 11:49:03","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","335 Corey St  West Roxbury  MA  02132",12,"06",6,"E5","West Roxbury",12,"Ward 20","2020","335 Corey St",2132,42.2938,-71.1629,"Constituent Call"
101001028681,"2014-02-17 12:03:09","","2014-02-19 08:33:54","ONTIME","Closed","Case Closed Case Resolved NO MISSING COVERS 2/18 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","6 Chilcott Pl  Jamaica Plain  MA  02130",9,"02",7,"E13","Jamaica Plain",11,"Ward 11","1105","6 Chilcott Pl",2130,42.3136,-71.1,"Constituent Call"
101001030849,"2014-02-19 16:24:46","","2014-02-20 08:28:54","ONTIME","Closed","Case Closed Case Noted ALL BWSC MANHOLES ARE OK ON ARRIVAL  FOUND A STREET LIGHTING BOX COVER 2 INCHES BELOW GRADE CONTACTED MAYORS OFFICE SPOKE TO JESSICA ON WED FEB 19  2014 @ 5:35 PM SHE STATED SHE WOULD CONTACT THEM. 2/19 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","144 Harvard St  Dorchester  MA  02124",8,"03",4,"B3","Greater Mattapan",8,"14","1402","144 Harvard St",2124,42.2962,-71.0808,"Constituent Call"
101001030876,"2014-02-19 16:53:55","","2014-03-04 18:45:17","ONTIME","Closed","Case Closed Case Resolved See Log for details ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","PWDx_Street Light_General Lighting Request","PWDx","","","INTERSECTION of Glenway St & Harvard St  Dorchester  MA  ",7,"03",4,"B3","Greater Mattapan",8,"Ward 14","1402","INTERSECTION Glenway St & Harvard St",NA,42.2964,-71.0805,"Constituent Call"
101001032295,"2014-02-20 18:10:43","","2014-02-24 09:32:55","ONTIME","Closed","Case Closed Case Resolved COLD PATCHED STREET 2/20 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","156 Church St  West Roxbury  MA  02132",9,"06",6,"E5","West Roxbury",12,"Ward 20","2019","156 Church St",2132,42.2936,-71.1498,"Constituent Call"
101001034662,"2014-02-24 08:56:26","","2014-02-25 08:46:15","ONTIME","Closed","Case Closed Case Resolved Replaced cover 2/24 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","15 Old Ironsides Way  Charlestown  MA  02129",3,"1A",1,"A15","Charlestown",2,"Ward 2","0202","15 Old Ironsides Way",2129,42.3795,-71.0567,"Constituent Call"
101001038221,"2014-02-28 10:53:58","","2014-03-07 09:37:18","ONTIME","Closed","Case Closed Case Resolved   REPLACED TOP TUBE SET NEW BUFFALO BOX TOP & PATCHED 3/5   ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","12 Hollywood Rd  West Roxbury  MA  02132",NA,"06",6,"E5","West Roxbury",12,"Ward 20","2019","12 Hollywood Rd",2132,42.296,-71.1493,"Constituent Call"
101001039575,"2014-03-03 11:41:16","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","6 Chilcott Pl  Jamaica Plain  MA  02130",9,"02",7,"E13","Jamaica Plain",11,"Ward 11","1105","6 Chilcott Pl",2130,42.3136,-71.1,"Constituent Call"
101001040094,"2014-03-04 08:20:04","","2014-03-05 08:18:14","ONTIME","Closed","Case Closed Case Noted 2nd Duplicate cover belongs to MBTA ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","0 Main St  Charlestown  MA  02129",3,"1A",1,"A15","Charlestown",2,"Ward 2","0207","0 Main St",2129,42.3594,-71.0587,"Constituent Call"
101001040630,"2014-03-04 15:37:48","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of Durnell Ave & Metcalf St  Roslindale  MA  ",12,"06",5,"E5","Roslindale",10,"Ward 20","2002","INTERSECTION Durnell Ave & Metcalf St",NA,42.2849,-71.136,"Constituent Call"
101000396794,"2012-03-19 09:35:56","","2012-03-19 09:39:04","ONTIME","Closed","Case Closed Case Invalid made in error. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","93 Charter St  Boston  MA  02113",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0302","93 Charter St",2113,42.3679,-71.0559,"Constituent Call"
101001046597,"2014-03-13 18:23:09","","2014-03-13 18:25:22","ONTIME","Closed","Case Closed Case Invalid ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Erie St & Washington St  Dorchester  MA  ",7,"03",4,"C11","Roxbury",8,"Ward 14","1404","INTERSECTION Erie St & Washington St",NA,42.3034,-71.0785,"Constituent Call"
101001050859,"2014-03-20 12:15:00","","2014-03-27 11:11:01","ONTIME","Closed","Case Closed Case Resolved USED DIAMOND BLADE GAS SAW AND CUT DOWN 10' DUCTILE STAND PIPE THAT WAS TO HIGH.  BROKE PIECES OFF WITH SLEDGE HAMMER.  OKAY NOW 3/26 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Buswell St & Park Dr  Boston  MA  ",4,"10A",8,"D4","Fenway / Kenmore / Audubon Circle / Longwood",14,"Ward 21","2102","INTERSECTION Buswell St & Park Dr",NA,42.3475,-71.1056,"Constituent Call"
101001051287,"2014-03-21 07:14:44","","2014-03-21 08:36:53","ONTIME","Closed","Case Closed Case Resolved FOUND A NSTAR COVER THAT IS MISSING.  NOTIFIED MAGGIE AT MAYORS OFFICE ON 3/15/14 AT 12:09 THIS IS NOT A BWSC COVER. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Erie St & Washington St  Dorchester  MA  ",7,"03",4,"C11","Roxbury",8,"Ward 14","1404","INTERSECTION Erie St & Washington St",NA,42.3034,-71.0785,"Constituent Call"
101001051690,"2014-03-21 11:41:26","","2014-03-21 14:48:37","ONTIME","Closed","Case Closed Case Resolved PWD repts issue resolved ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Erie St & Washington St  Dorchester  MA  ",7,"03",4,"C11","Roxbury",8,"Ward 14","1404","INTERSECTION Erie St & Washington St",NA,42.3034,-71.0785,"Constituent Call"
101001056704,"2014-03-29 09:19:40","","2014-08-26 15:52:09","ONTIME","Closed","Case Closed Case Resolved Done? NO MISSING MANHOLE COVER.  NOTIFIED REBECCA @ MAYOR'S OFFICE ON 3/29/14 09:40 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","15 Custer St  Jamaica Plain  MA  02130",9,"02",6,"E13","Jamaica Plain",11,"Ward 19","1909","15 Custer St",2130,42.3077,-71.1166,"Constituent Call"
101001057241,"2014-03-30 18:56:51","","2014-03-31 15:12:39","ONTIME","Closed","Case Closed Case Resolved CHECKED LINE ON RIVER ST 8JMH92 AND 8JMH98 D/R THE LINE ON TAYLOR TER IS PRIVATE  THERE WAS NO MH SURCHARGING ON ARRIVAL. 3/30 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of River St & Taylor Ter  Mattapan  MA  ",8,"07",3,"B3","Dorchester",7,"Ward 17","1714","INTERSECTION River St & Taylor Ter",NA,42.2719,-71.072,"Constituent Call"
101001062103,"2014-04-07 08:17:51","","2014-06-19 12:09:18","ONTIME","Closed","Case Closed Case Resolved NO COVER FLIPPED UPSIDE DOWN IN THE AREA 6/17 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Broad St & Milk St  Boston  MA  ",3,"1C",1,"A1","Downtown / Financial District",3,"Ward 3","0306","INTERSECTION Broad St & Milk St",NA,42.358,-71.054,"Constituent Call"
101001064877,"2014-04-10 06:03:01","","2014-04-14 09:45:02","ONTIME","Closed","Case Closed Case Resolved SEARCHED AROUND BLDG & SIDE STREET  NO MISSING COVER 4/10 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","75 W School St  Charlestown  MA  02129",3,"1A",1,"A15","Charlestown",2,"02","0206","75 W School St",2129,42.3755,-71.0677,"Constituent Call"
101001066432,"2014-04-11 14:47:07","","2014-04-29 08:38:37","ONTIME","Closed","Case Closed Case Resolved PATCHED 14X16  SAFE NOW. 4/15 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Fulton St & Richmond St  Boston  MA  ",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0301","INTERSECTION Fulton St & Richmond St",NA,42.3624,-71.0532,"Employee Generated"
101001070133,"2014-04-17 06:59:59","","2014-04-17 11:45:13","ONTIME","Closed","Case Closed Case Resolved MISSING SIDEWALK COAL COVER  NOT BWSC . 4/17 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","9 Gloucester St  Boston  MA  02116",4,"1C",8,"D4","Back Bay",14,"Ward 5","0508","9 Gloucester St",2116,42.351,-71.0848,"Constituent Call"
101001073109,"2014-04-22 14:43:09","","2014-04-23 10:35:13","ONTIME","Closed","Case Closed Case Resolved REPLACED MISSING COVER  WITH A NEW STYLE COVER 4/22 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","97 Pinckney St  Boston  MA  02114",3,"1B",8,"A1","Beacon Hill",14,"Ward 5","0504","97 Pinckney St",2114,42.3589,-71.0694,"Constituent Call"
101001073448,"2014-04-22 19:41:20","","2014-06-16 12:54:27","ONTIME","Closed","Case Closed Case Resolved Done? FOUND LOOSE COVER DOESN'T BELONG TO BWSC THIS IS A N STAR COVER NOTIFIED MAYORS OFFICE SPOKE TO DARCIE SHE WILL GIVE THEM THE INFORMATION. 4/22 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Leo M Birmingham Pkwy & Western Ave  Brighton  MA  ",11,"04",9,"D14","Allston / Brighton",15,"Ward 22","2205","INTERSECTION Leo M Birmingham Pkwy & Western Ave",NA,42.3615,-71.1458,"Constituent Call"
101001076047,"2014-04-26 10:46:22","","2014-05-01 15:36:51","ONTIME","Closed","Case Closed Case Resolved CONTRACTOR WENT TO CHILTON RD @ WELD ST (WROX) AND MADE AN ADJUSTMENT TO MANHOLE-REPLACING LOOSE & BROKEN BRICKS AND REPLACED AZ FRAME + COVER AND BROUGHT TO GRADE 4/30 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Chilton Rd & Weld St  West Roxbury  MA  ",12,"06",6,"E5","West Roxbury",12,"Ward 20","2020","INTERSECTION Chilton Rd & Weld St",NA,42.2918,-71.1597,"Constituent Call"
101001076186,"2014-04-26 19:16:18","","2014-04-29 08:34:57","ONTIME","Closed","Case Closed Case Noted Crew sealed a loose manhole cover 4/28/14. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","131-141 Main St  Charlestown  MA  02129",3,"1A",1,"A15","Charlestown",2,"02","0201","131-141 Main St",2129,42.3747,-71.0635,"Constituent Call"
101001076751,"2014-04-28 10:38:49","","2014-04-29 08:33:03","ONTIME","Closed","Case Closed Case Noted SEWER AND DRAIN LINE D/R DISINFECTED SEWER MH AND FLUSHED AND DISINFECTED CB ODOR IS GONE. 4/28 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","13 Fernald Ter  Dorchester  MA  02125",7,"03",3,"C11","Dorchester",8,"Ward 15","1504","13 Fernald Ter",2125,42.3106,-71.0664,"Constituent Call"
101000398910,"2012-03-22 14:10:13","","2012-04-09 13:47:31","ONTIME","Closed","Case Closed Case Resolved A BWSC crew found no loose manhole cover. The crew located a loose 14x16 on the sidewalk. The crew sealed it and replaced the cover on 4/6 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Granite Ave & Milton St  Dorchester  MA  ",8,"07",3,"C11","Dorchester",7,"Ward 16","1612","INTERSECTION Granite Ave & Milton St",NA,42.2803,-71.0547,"Constituent Call"
101000398921,"2012-03-22 14:27:02","","2012-03-27 14:31:56","ONTIME","Closed","Case Closed Case Resolved BWSC crew sealed loose cover on 3/26. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Beacon St & Massachusetts Ave  Boston  MA  ",4,"1C",8,"D4","Back Bay",14,"Ward 5","0509","INTERSECTION Beacon St & Massachusetts Ave",NA,42.3508,-71.0895,"Constituent Call"
101001079866,"2014-05-02 07:39:59","","2014-05-06 08:40:34","ONTIME","Closed","Case Closed Case Resolved CHECKED AREA DID NOT FIND A MISSING COVER 5/2     ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Atlantic Ave & Essex St  Boston  MA  ",3,"1C",2,"A1","Downtown / Financial District",4,"Ward 3","0308","INTERSECTION Atlantic Ave & Essex St",NA,42.3518,-71.0559,"Constituent Call"
101001081496,"2014-05-05 07:55:18","","2014-05-08 15:03:36","ONTIME","Closed","Case Closed Case Resolved WORKED GATE STOPPED PAKING  LEAK 5/5 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of North St & Richmond St  Boston  MA  ",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0301","INTERSECTION North St & Richmond St",NA,42.3631,-71.0541,"Constituent Call"
101001081849,"2014-05-05 11:10:40","","2014-05-12 16:02:46","ONTIME","Closed","Case Closed Case Resolved Repaired manhole 5/6/14 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","12 Magnolia St  Dorchester  MA  02125",7,"03",7,"B2","Roxbury",13,"Ward 13","1302","12 Magnolia St",2125,42.3184,-71.0698,"Constituent Call"
101001082885,"2014-05-06 11:32:22","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","10 Glenville Ter  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2105","10 Glenville Ter",2134,42.3515,-71.1308,"Constituent Call"
101001084475,"2014-05-08 09:50:57","","2014-05-23 14:31:41","ONTIME","Closed","Case Closed Case Resolved Catch basins and 14x16 all in-tact here. 5/13/14  5/21/14 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Charles St S & Stuart St  Boston  MA  ",4,"1C",2,"A1","Downtown / Financial District",6,"Ward 5","0501","INTERSECTION Charles St S & Stuart St",NA,42.3509,-71.0669,"Constituent Call"
101001085310,"2014-05-09 08:06:20","","2014-05-09 15:49:15","ONTIME","Closed","Case Closed Case Noted FOUND GAS S/O  COVER BETWEEN 91-95 NOTIFIED JULIA AT NG 508-421-7569 5/9 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","91-95 Washington St  Brighton  MA  02135",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2110","91-95 Washington St",2135,42.3445,-71.1436,"Constituent Call"
101001088498,"2014-05-13 14:07:28","","2014-05-14 12:30:10","ONTIME","Closed","Case Closed Case Resolved REPLACED JUMBO COVER IN R/W 5/13 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","213-217 Bay State Rd  Boston  MA  02215",4,"10A",8,"D4","Fenway / Kenmore / Audubon Circle / Longwood",14,"Ward 5","0510","213-217 Bay State Rd",2215,42.3508,-71.1031,"Constituent Call"
101001092806,"2014-05-19 13:56:53","","2014-05-21 16:33:05","ONTIME","Closed","Case Closed Case Resolved LOWERED S/W CONTROL DOWN TO GRADE 5/19 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","48 Dighton St  Brighton  MA  02135",11,"04",9,"D14","Allston / Brighton",15,"Ward 22","2209","48 Dighton St",2135,42.3475,-71.1549,"Constituent Call"
101001095927,"2014-05-22 20:21:55","","2014-05-23 14:30:37","ONTIME","Closed","Case Closed Case Resolved DID NOT FIND ANY LOOSE BWSC COVERS  THERE IS A LOOSE NSTAR COVER AT 463 HANOVER ST AND A LOOSE TELEPHONE COVER AT 408 HANOVER ST. 5/22 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","463 Hanover St  Boston  MA  02109",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0302","463 Hanover St",2109,42.3665,-71.0525,"Constituent Call"
101001096853,"2014-05-24 13:48:18","","2014-05-29 09:22:23","ONTIME","Closed","Case Closed Case Resolved ON ARRIVAL STEAM COMING OUT OF CB288  CREW ALSO JETTED LINE 100 DOWNSTRM FRM MH 210 TO 209. NOTIFIED VEIOLIA STEAM TO INV THEIR LINES. 5/27 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Clarendon St & Newbury St  Boston  MA  ",4,"1C",8,"D4","Back Bay",14,"Ward 5","0507","INTERSECTION Clarendon St & Newbury St",NA,42.3515,-71.0756,"Constituent Call"
101001097067,"2014-05-25 11:52:39","","2014-05-27 15:24:00","ONTIME","Closed","Case Closed Case Noted ON ARRIVAL FOUND A PUDDLE NO LEAK 5/25 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","65 N Margin St  Boston  MA  02113",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0304","65 N Margin St",2113,42.3656,-71.0566,"Constituent Call"
101001098567,"2014-05-28 08:23:50","","2014-05-29 15:11:58","ONTIME","Closed","Case Closed Case Resolved FOUND NO MISSING COVERS 5/28 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","27 Rockville Park  Roxbury  MA  02119",7,"10B",7,"B2","Roxbury",13,"Ward 12","1201","27 Rockville Park",2119,42.3247,-71.0822,"Constituent Call"
101000400729,"2012-03-27 08:25:44","","2012-03-27 11:34:16","ONTIME","Closed","Case Closed Case Resolved A BWSC crew found line stopped on arrival  jetted and freed sewer line. Line down & running upon departure 3/27 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Arborway & Orchardhill Rd  Jamaica Plain  MA  ",9,"02",6,"E13","Jamaica Plain",11,"Ward 11","1108","INTERSECTION Arborway & Orchardhill Rd",NA,42.3014,-71.1116,"Constituent Call"
101001102287,"2014-06-03 10:01:39","","2014-06-09 14:59:50","ONTIME","Closed","Case Closed Case Resolved CLEANED AND DISINFETED CB 6/6 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","14 Fernald Ter  Dorchester  MA  02125",7,"03",3,"C11","Dorchester",8,"Ward 15","1504","14 Fernald Ter",2125,42.3105,-71.0665,"Constituent Call"
101001102744,"2014-06-03 16:57:42","","2014-06-05 13:04:53","ONTIME","Closed","Case Closed Case Noted ALL COVERS ARE IN PLACE @ THIS ADDRESS  NOTHING MISSING. 6/4 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","699 Massachusetts Ave  Roxbury  MA  02118",7,"10B",2,"D4","Roxbury",6,"Ward 8","0802","699 Massachusetts Ave",2118,42.3351,-71.0756,"Constituent Call"
101001103604,"2014-06-05 07:38:33","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","100 Arlington St  Boston  MA  02116",4,"1C",2,"A1","Back Bay",6,"Ward 5","0501","100 Arlington St",2116,42.35,-71.0695,"Constituent Call"
101001103605,"2014-06-05 07:40:26","","2014-06-05 10:56:13","ONTIME","Closed","Case Closed Case Resolved THIS IS NOT A BWSC COVER  IT BELONGS TO TELEPHONE CO ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","250 Stuart St  Boston  MA  02116",4,"1C",2,"A1","Back Bay",6,"Ward 5","0501","250 Stuart St",2116,42.35,-71.0695,"Constituent Call"
101001105438,"2014-06-09 07:34:46","","2014-06-09 07:35:54","ONTIME","Closed","Case Closed Case Invalid I did not mean to create this case.  ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","1182-1196 Hyde Park Ave  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1813","1182-1196 Hyde Park Ave",2136,42.2583,-71.1233,"Constituent Call"
101001105950,"2014-06-09 14:24:22","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of Bedford St & Kingston St  Boston  MA  ",3,"1C",2,"A1","Downtown / Financial District",4,"Ward 3","0308","INTERSECTION Bedford St & Kingston St",NA,42.3533,-71.0594,"Constituent Call"
101001108144,"2014-06-12 18:46:58","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","55 Roxbury St  Mission Hill  MA  02120",9,"10B",7,"B2","Mission Hill",13,"09","0905","55 Roxbury St",2120,42.3303,-71.0861,"Constituent Call"
101001108251,"2014-06-13 08:16:52","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of Stuart St & Trinity Pl  Boston  MA  ",4,"1C",2,"D4","Back Bay",6,"Ward 4","0402","INTERSECTION Stuart St & Trinity Pl",NA,42.3486,-71.0754,"Constituent Call"
101001110288,"2014-06-17 14:14:15","","2014-06-19 12:12:13","ONTIME","Closed","Case Closed Case Resolved NO LOOSE COVERS FOUND 6/18 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","170 Saint Alphonsus St  Mission Hill  MA  02120",9,"10A",8,"B2","Mission Hill",14,"Ward 10","1003","170 Saint Alphonsus St",2120,42.3315,-71.1021,"Constituent Call"
101001110774,"2014-06-18 09:16:45","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of Academy Rd & Columbus Ave  Roxbury  MA  ",9,"10B",7,"B2","Roxbury",13,"Ward 11","1102","INTERSECTION Academy Rd & Columbus Ave",NA,42.3206,-71.0983,"Constituent Call"
101000402286,"2012-03-30 07:45:40","","2013-03-06 11:15:46","ONTIME","Closed","Case Closed Case Resolved leak stopped and repaired on 3/20/12. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","75 Francis St  Boston  MA  02115",4,"10A",8,"B2","Boston",14,"04","0410","75 Francis St",2115,42.3361,-71.1075,"Constituent Call"
101001112584,"2014-06-20 12:36:38","","2014-07-11 13:23:07","ONTIME","Closed","Case Closed Case Resolved Repaired catch basin 7/11/14 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Meridian St & Nay St  East Boston  MA  ",1,"09",1,"A7","East Boston",1,"Ward 1","0108","INTERSECTION Meridian St & Nay St",NA,42.3832,-71.0393,"Constituent Call"
